id,lon,lat,shape,lonNZ,latNZ
1,174.8335459,-41.33284669,1,318711.967,5422028.577
2,174.8334354,-41.33285719,1,318702.749,5422027.18
3,174.8333308,-41.33292103,1,318694.172,5422019.874
4,174.8333233,-41.33296455,1,318693.665,5422015.026
5,174.8333241,-41.33303768,1,318693.935,5422006.908
6,174.8333351,-41.333089,1,318694.998,5422001.234
7,174.8333463,-41.33315219,1,318696.111,5421994.241
8,174.8333463,-41.33315416,1,318696.116,5421994.023
9,174.8333833,-41.33316779,1,318699.25,5421992.587
10,174.8334066,-41.33313011,1,318701.096,5421996.819
11,174.8334375,-41.33306076,1,318703.489,5422004.583
12,174.8335,-41.3329932,1,318708.532,5422012.215
13,174.8335731,-41.33293745,1,318714.495,5422018.557
14,174.8335726,-41.33289002,1,318714.321,5422023.822
15,174.8335777,-41.3328643,1,318714.677,5422026.688
16,174.8335459,-41.33284669,1,318711.967,5422028.577
17,174.8319713,-41.33302073,2,318580.68,5422005.961
18,174.8319232,-41.3330339,2,318576.691,5422004.398
19,174.83192,-41.33306486,2,318576.509,5422000.954
20,174.8319373,-41.33308279,2,318578.007,5421998.999
21,174.8319613,-41.33307751,2,318580,5421999.636
22,174.831975,-41.33306197,2,318581.104,5422001.39
23,174.831992,-41.33303867,2,318582.462,5422004.012
24,174.8319713,-41.33302073,2,318580.68,5422005.961
25,174.8298226,-41.33356485,3,318402.379,5421941.051
26,174.8297613,-41.33363099,3,318397.433,5421933.58
27,174.8297406,-41.33369438,3,318395.876,5421926.498
28,174.8297479,-41.33374813,3,318396.637,5421920.546
29,174.8297952,-41.33377121,3,318400.659,5421918.082
30,174.8298544,-41.33376854,3,318405.606,5421918.503
31,174.8299006,-41.33373325,3,318409.374,5421922.518
32,174.8299531,-41.33369787,3,318413.669,5421926.556
33,174.8299712,-41.33365327,3,318415.06,5421931.545
34,174.8299114,-41.3336278,3,318409.985,5421934.248
35,174.8298801,-41.33362797,3,318407.366,5421934.164
36,174.8298765,-41.33360217,3,318406.993,5421937.021
37,174.8298226,-41.33356485,3,318402.379,5421941.051
38,174.8321288,-41.33142446,4,318589.429,5422183.518
39,174.8320028,-41.33138474,4,318578.774,5422187.664
40,174.8319032,-41.33147693,4,318570.695,5422177.221
41,174.8319076,-41.33155237,4,318571.273,5422168.854
42,174.8319874,-41.33163817,4,318578.189,5422159.495
43,174.8320813,-41.33169963,4,318586.218,5422152.868
44,174.8321579,-41.33182048,4,318592.964,5422139.61
45,174.8321481,-41.33191756,4,318592.413,5422128.811
46,174.8321238,-41.33200394,4,318590.619,5422119.17
47,174.8321316,-41.3320605,4,318591.429,5422112.907
48,174.832186,-41.33211679,4,318596.138,5422106.771
49,174.8321968,-41.33211943,4,318597.049,5422106.5
50,174.8322692,-41.33218909,4,318603.301,5422098.918
51,174.8322729,-41.33219985,4,318603.641,5422097.731
52,174.8323417,-41.33225876,4,318609.562,5422091.334
53,174.8323525,-41.33226409,4,318610.48,5422090.765
54,174.8323885,-41.33227197,4,318613.515,5422089.966
55,174.832431,-41.33221244,4,318616.906,5422096.664
56,174.8324051,-41.33213982,4,318614.537,5422104.672
57,174.8324147,-41.33201579,4,318614.996,5422118.463
58,174.8324966,-41.33195334,4,318621.677,5422125.568
59,174.8325278,-41.33183727,4,318623.966,5422138.52
60,174.8325053,-41.33174576,4,318621.829,5422148.633
61,174.8323931,-41.33165476,4,318612.187,5422158.502
62,174.8322883,-41.33158258,4,318603.216,5422166.296
63,174.832266,-41.33150185,4,318601.126,5422175.213
64,174.8321288,-41.33142446,4,318589.429,5422183.518
65,174.8266746,-41.33350931,5,318138.787,5421940.62
66,174.8266909,-41.33355137,5,318140.268,5421935.984
67,174.8267131,-41.33362396,5,318142.328,5421927.971
68,174.8267515,-41.3337383,5,318145.86,5421915.357
69,174.8268309,-41.33388251,5,318152.905,5421899.512
70,174.8269196,-41.33399964,5,318160.654,5421886.694
71,174.8270019,-41.33407111,5,318167.74,5421878.932
72,174.8270601,-41.33419919,5,318172.967,5421864.833
73,174.8271338,-41.33435308,5,318179.562,5421847.902
74,174.8271824,-41.33451777,5,318184.087,5421829.719
75,174.8272934,-41.33455828,5,318193.489,5421825.454
76,174.8273633,-41.33454668,5,318199.306,5421826.889
77,174.8273975,-41.3345016,5,318202.043,5421831.965
78,174.8274011,-41.33441916,5,318202.115,5421841.126
79,174.8272891,-41.33433719,5,318192.514,5421849.992
80,174.8272927,-41.33426194,5,318192.606,5421858.354
81,174.8274032,-41.33426133,5,318201.851,5421858.654
82,174.8275193,-41.33429079,5,318211.649,5421855.626
83,174.8276205,-41.33433534,5,318220.241,5421850.892
84,174.8277819,-41.33439452,5,318233.912,5421844.66
85,174.8278219,-41.33437929,5,318237.217,5421846.435
86,174.8279626,-41.33440102,5,318249.052,5421844.317
87,174.8279783,-41.33445717,5,318250.522,5421838.116
88,174.8279991,-41.33452817,5,318252.46,5421830.277
89,174.828181,-41.33471001,5,318268.188,5421810.469
90,174.8282965,-41.33479491,5,318278.089,5421801.285
91,174.8283517,-41.33483546,5,318282.821,5421796.898
92,174.8284316,-41.33484985,5,318289.547,5421795.468
93,174.8285164,-41.33484938,5,318296.642,5421795.698
94,174.8285563,-41.33483431,5,318299.939,5421797.455
95,174.8285411,-41.33476753,5,318298.482,5421804.837
96,174.8284809,-41.33473067,5,318293.341,5421808.804
97,174.8283857,-41.33468652,5,318285.252,5421813.506
98,174.8283055,-41.33464597,5,318278.428,5421817.84
99,174.8282504,-41.33463882,5,318273.797,5421818.518
100,174.8281802,-41.33461309,5,318267.851,5421821.228
101,174.8280944,-41.3345426,5,318260.475,5421828.874
102,174.828059,-41.33450165,5,318257.399,5421833.347
103,174.8280435,-41.33445681,5,318255.977,5421838.293
104,174.828043,-41.33441183,5,318255.81,5421843.285
105,174.8280578,-41.33438548,5,318256.975,5421846.242
106,174.8280975,-41.33433644,5,318260.161,5421851.77
107,174.8281121,-41.334295,5,318261.268,5421856.402
108,174.8281115,-41.33422725,5,318261.029,5421863.922
109,174.828111,-41.3341707,5,318260.83,5421870.2
110,174.828151,-41.33414406,5,318264.103,5421873.241
111,174.8282213,-41.33412479,5,318269.933,5421875.528
112,174.8283369,-41.33410148,5,318279.542,5421878.358
113,174.8283818,-41.3340445,5,318283.141,5421884.779
114,174.8284622,-41.33399483,5,318289.731,5421890.462
115,174.8284871,-41.33392264,5,318291.614,5421898.529
116,174.8284414,-41.33387353,5,318287.653,5421903.886
117,174.8283758,-41.3338777,5,318282.175,5421903.285
118,174.8282749,-41.33388586,5,318273.754,5421902.168
119,174.8281894,-41.3339243,5,318266.706,5421897.721
120,174.8281494,-41.33397005,5,318263.485,5421892.558
121,174.8281045,-41.33401577,5,318259.855,5421887.387
122,174.8280597,-41.33407656,5,318256.275,5421880.544
123,174.8280198,-41.3341108,5,318253.032,5421876.659
124,174.8279545,-41.33412628,5,318247.61,5421874.804
125,174.827894,-41.33411528,5,318242.517,5421875.898
126,174.8278633,-41.33407766,5,318239.843,5421880.01
127,174.8278625,-41.33400954,5,318239.587,5421887.572
128,174.8278767,-41.33393743,5,318240.574,5421895.608
129,174.8279009,-41.33385374,5,318242.367,5421904.95
130,174.8279301,-41.3337508,5,318244.524,5421916.441
131,174.8279295,-41.33370122,5,318244.336,5421921.944
132,174.827893,-41.33361357,5,318241.038,5421931.599
133,174.8277755,-41.33353384,5,318230.983,5421940.205
134,174.8277137,-41.33346899,5,318225.631,5421947.275
135,174.827663,-41.33346928,5,318221.389,5421947.137
136,174.8276027,-41.33350797,5,318216.45,5421942.715
137,174.8275277,-41.33357352,5,318210.357,5421935.28
138,174.8274718,-41.33356234,5,318205.647,5421936.404
139,174.8273336,-41.33349413,5,318193.893,5421943.687
140,174.827243,-41.33352914,5,318186.408,5421939.61
141,174.8271526,-41.33357178,5,318178.962,5421934.686
142,174.8270563,-41.33356849,5,318170.894,5421934.85
143,174.8267493,-41.33345517,5,318144.888,5421946.787
144,174.8266746,-41.33350931,5,318138.787,5421940.62
145,174.8271419,-41.33460708,6,318180.947,5421819.718
146,174.8269638,-41.334657,6,318166.182,5421813.802
147,174.8269161,-41.33472335,6,318162.375,5421806.336
148,174.8269392,-41.33487496,6,318164.73,5421789.552
149,174.8269907,-41.33495454,6,318169.261,5421780.824
150,174.8270342,-41.33502259,6,318173.09,5421773.36
151,174.8271162,-41.33512147,6,318180.227,5421762.554
152,174.8272119,-41.3351719,6,318188.376,5421757.155
153,174.8272743,-41.33525912,6,318193.84,5421747.602
154,174.827322,-41.3353715,6,318198.145,5421735.225
155,174.8273221,-41.33537431,6,318198.161,5421734.914
156,174.8273276,-41.33545848,6,318198.855,5421725.58
157,174.8273859,-41.33554772,6,318203.982,5421715.794
158,174.8274469,-41.33559486,6,318209.218,5421710.688
159,174.8275349,-41.33568632,6,318216.836,5421700.718
160,174.8276449,-41.33576352,6,318226.256,5421692.378
161,174.8277211,-41.33584901,6,318232.87,5421683.046
162,174.8277889,-41.33588459,6,318238.643,5421679.238
163,174.8277956,-41.33578974,6,318238.94,5421689.783
164,174.8277772,-41.33568653,6,318237.113,5421701.203
165,174.8276975,-41.335601,6,318230.205,5421710.532
166,174.8276422,-41.3355557,6,318225.452,5421715.446
167,174.8275622,-41.33547486,6,318218.532,5421724.253
168,174.8275297,-41.33537822,6,318215.544,5421734.915
169,174.8275318,-41.33530409,6,318215.514,5421743.149
170,174.8274994,-41.3352197,6,318212.567,5421752.451
171,174.8273914,-41.33514577,6,318203.324,5421760.433
172,174.8273422,-41.3350971,6,318199.072,5421765.733
173,174.8272885,-41.33500445,6,318194.32,5421775.907
174,174.8272838,-41.33494752,6,318193.768,5421782.218
175,174.8272714,-41.33485674,6,318192.478,5421792.271
176,174.8272662,-41.33477345,6,318191.811,5421801.508
177,174.8272474,-41.33471091,6,318190.064,5421808.412
178,174.8271946,-41.33467722,6,318185.552,5421812.042
179,174.8271419,-41.33460708,6,318180.947,5421819.718
180,174.825744,-41.33629094,7,318068.655,5421629.833
181,174.8255688,-41.33629932,7,318054.017,5421628.535
182,174.8254604,-41.33636898,7,318045.14,5421620.574
183,174.8253986,-41.33647011,7,318040.251,5421609.216
184,174.8253944,-41.33654364,7,318040.104,5421601.043
185,174.8254318,-41.33660209,7,318043.396,5421594.632
186,174.8255535,-41.33667943,7,318053.795,5421586.301
187,174.8256096,-41.33672533,7,318058.618,5421581.323
188,174.8256437,-41.3367931,7,318061.66,5421573.87
189,174.8256703,-41.33682687,7,318063.98,5421570.176
190,174.8257605,-41.33683121,7,318071.54,5421569.884
191,174.825857,-41.33683067,7,318079.613,5421570.146
192,174.8259603,-41.33684704,7,318088.303,5421568.545
193,174.8260448,-41.33689248,7,318095.5,5421563.678
194,174.8260545,-41.33689726,7,318096.325,5421563.167
195,174.8261259,-41.33693787,7,318102.413,5421558.808
196,174.8261934,-41.33694473,7,318108.081,5421558.188
197,174.8262151,-41.33689395,7,318109.755,5421563.872
198,174.8262136,-41.33680205,7,318109.374,5421574.072
199,174.8262255,-41.33673892,7,318110.194,5421581.106
200,174.8263121,-41.33670684,7,318117.351,5421584.849
201,174.8263596,-41.33664572,7,318121.156,5421591.735
202,174.8263975,-41.33657963,7,318124.144,5421599.152
203,174.8264876,-41.33654001,7,318131.573,5421603.74
204,174.8265812,-41.3365248,7,318139.363,5421605.625
205,174.8267204,-41.33653627,7,318151.043,5421604.644
206,174.8269179,-41.33659383,7,318167.73,5421598.667
207,174.8269987,-41.33667383,7,318174.714,5421589.954
208,174.8270536,-41.33673673,7,318179.483,5421583.086
209,174.8271887,-41.33680631,7,318190.982,5421575.644
210,174.8272754,-41.33685181,7,318198.363,5421570.774
211,174.8272818,-41.33685419,7,318198.906,5421570.523
212,174.827385,-41.33681248,7,318207.425,5421575.371
213,174.8273757,-41.33674465,7,318206.458,5421582.882
214,174.8272213,-41.33666528,7,318193.317,5421591.371
215,174.8270955,-41.33660748,7,318182.63,5421597.524
216,174.8270148,-41.3365542,7,318175.728,5421603.27
217,174.8268432,-41.3364964,7,318161.208,5421609.328
218,174.8267232,-41.33646029,7,318151.066,5421613.085
219,174.8266514,-41.33638697,7,318144.854,5421621.075
220,174.8266704,-41.33632281,7,318146.265,5421628.238
221,174.8266701,-41.33628332,7,318146.13,5421632.622
222,174.826501,-41.33627685,7,318131.962,5421632.986
223,174.8263194,-41.33630256,7,318116.837,5421629.75
224,174.8262162,-41.33634999,7,318108.333,5421624.268
225,174.8261681,-41.3363872,7,318104.412,5421620.036
226,174.8260481,-41.33639033,7,318094.379,5421619.436
227,174.8259183,-41.33638859,7,318083.512,5421619.357
228,174.82584,-41.33636687,7,318076.9,5421621.604
229,174.8257683,-41.33635248,7,318070.86,5421623.052
230,174.825744,-41.33629094,7,318068.655,5421629.833
231,174.826105,-41.33707352,8,318101.042,5421543.704
232,174.8260118,-41.33707859,8,318093.257,5421542.945
233,174.8259441,-41.33712898,8,318087.732,5421537.209
234,174.8259543,-41.33717204,8,318088.706,5421532.449
235,174.8260479,-41.33718739,8,318096.581,5421530.941
236,174.826136,-41.33722765,8,318104.065,5421526.656
237,174.8261554,-41.33728404,8,318105.845,5421520.436
238,174.8261584,-41.33728628,8,318106.103,5421520.194
239,174.8261804,-41.33732674,8,318108.056,5421515.748
240,174.8262147,-41.33738506,8,318111.089,5421509.345
241,174.826275,-41.33740944,8,318116.202,5421506.764
242,174.8262855,-41.3374789,8,318117.274,5421499.075
243,174.8262899,-41.33754149,8,318117.817,5421492.135
244,174.8263331,-41.33761039,8,318121.624,5421484.576
245,174.8263822,-41.33768129,8,318125.929,5421476.807
246,174.8264328,-41.33768545,8,318130.175,5421476.451
247,174.8264887,-41.33765403,8,318134.765,5421480.057
248,174.8265383,-41.33759588,8,318138.754,5421486.617
249,174.8265943,-41.33755766,8,318143.334,5421490.978
250,174.8266563,-41.33752158,8,318148.421,5421495.114
251,174.8266827,-41.33749012,8,318150.543,5421498.662
252,174.8266427,-41.33741189,8,318146.978,5421507.264
253,174.8265932,-41.3373019,8,318142.53,5421519.372
254,174.8265471,-41.33723215,8,318138.478,5421527.019
255,174.8264977,-41.33715314,8,318134.124,5421535.688
256,174.8264484,-41.33708981,8,318129.823,5421542.616
257,174.8264057,-41.33705818,8,318126.162,5421546.038
258,174.8263332,-41.33704492,8,318120.058,5421547.358
259,174.826252,-41.3370522,8,318113.283,5421546.379
260,174.8262165,-41.33707972,8,318110.389,5421543.249
261,174.826105,-41.33707352,8,318101.042,5421543.704
262,174.8259988,-41.3383166,9,318095.616,5421405.466
263,174.8259909,-41.33832581,9,318094.98,5421404.427
264,174.8259791,-41.33833809,9,318094.027,5421403.039
265,174.8259713,-41.33835035,9,318093.409,5421401.661
266,174.8259635,-41.33836261,9,318092.79,5421400.284
267,174.8259597,-41.33837483,9,318092.506,5421398.919
268,174.825948,-41.33839015,9,318091.57,5421397.194
269,174.8259321,-41.33839939,9,318090.265,5421396.134
270,174.8259243,-41.33840858,9,318089.638,5421395.098
271,174.8259164,-41.33841776,9,318089.002,5421394.062
272,174.8259087,-41.33843304,9,318088.401,5421392.349
273,174.8258969,-41.33844528,9,318087.447,5421390.966
274,174.8258932,-41.33846052,9,318087.18,5421389.266
275,174.8258855,-41.33847274,9,318086.57,5421387.893
276,174.8258817,-41.33848492,9,318086.286,5421386.533
277,174.825878,-41.33850015,9,318086.018,5421384.834
278,174.8258743,-41.33851232,9,318085.743,5421383.475
279,174.8258746,-41.33852751,9,318085.81,5421381.789
280,174.8258708,-41.33853968,9,318085.526,5421380.43
281,174.8258631,-41.33855186,9,318084.916,5421379.061
282,174.8258553,-41.33856404,9,318084.297,5421377.693
283,174.8258476,-41.33857622,9,318083.686,5421376.324
284,174.8258438,-41.33858837,9,318083.402,5421374.967
285,174.8258401,-41.33860354,9,318083.135,5421373.275
286,174.8258325,-41.33861873,9,318082.541,5421371.573
287,174.8258328,-41.33863387,9,318082.608,5421369.893
288,174.825821,-41.33864302,9,318081.647,5421368.852
289,174.8258132,-41.33865214,9,318081.019,5421367.823
290,174.8257975,-41.33866433,9,318079.739,5421366.437
291,174.8257816,-41.33867046,9,318078.426,5421365.723
292,174.8257699,-41.33868262,9,318077.481,5421364.348
293,174.8257581,-41.33869175,9,318076.519,5421363.31
294,174.8257464,-41.33870391,9,318075.574,5421361.935
295,174.8257387,-41.33871603,9,318074.963,5421360.573
296,174.825731,-41.33872815,9,318074.353,5421359.211
297,174.8257193,-41.33874029,9,318073.407,5421357.839
298,174.8257075,-41.33874639,9,318072.437,5421357.137
299,174.8256957,-41.3387555,9,318071.475,5421356.101
300,174.8256799,-41.33876464,9,318070.178,5421355.053
301,174.8256641,-41.33877076,9,318068.873,5421354.34
302,174.8256483,-41.33877687,9,318067.568,5421353.629
303,174.8256204,-41.33877703,9,318065.234,5421353.552
304,174.8256045,-41.33878013,9,318063.912,5421353.175
305,174.8255845,-41.33878024,9,318062.239,5421353.121
306,174.8255766,-41.3387833,9,318061.586,5421352.764
307,174.8255568,-41.33878642,9,318059.938,5421352.376
308,174.825537,-41.33879256,9,318058.299,5421351.653
309,174.8255211,-41.33879566,9,318056.977,5421351.276
310,174.8255052,-41.33879876,9,318055.655,5421350.898
311,174.8254853,-41.33879887,9,318053.99,5421350.844
312,174.8254734,-41.33880195,9,318053.003,5421350.477
313,174.8254455,-41.33880211,9,318050.669,5421350.401
314,174.8254297,-41.33880822,9,318049.364,5421349.689
315,174.8254019,-41.33881138,9,318047.046,5421349.28
316,174.825394,-41.33881745,9,318046.402,5421348.59
317,174.8253704,-41.33882661,9,318044.453,5421347.523
318,174.8253585,-41.33882969,9,318043.466,5421347.156
319,174.8253348,-41.33883584,9,318041.5,5421346.424
320,174.8253229,-41.33883891,9,318040.512,5421346.058
321,174.8252991,-41.33884205,9,318038.53,5421345.659
322,174.8252792,-41.33884517,9,318036.873,5421345.271
323,174.8252635,-41.33885128,9,318035.576,5421344.56
324,174.8252476,-41.33885437,9,318034.255,5421344.183
325,174.8252279,-41.3388605,9,318032.623,5421343.461
326,174.825216,-41.33886357,9,318031.636,5421343.095
327,174.8251924,-41.33887272,9,318029.687,5421342.03
328,174.8251764,-41.33887281,9,318028.348,5421341.986
329,174.8251568,-41.33888193,9,318026.733,5421340.933
330,174.825145,-41.33888801,9,318025.763,5421340.233
331,174.8251215,-41.33890015,9,318023.83,5421338.836
332,174.8251059,-41.33890925,9,318022.55,5421337.793
333,174.8250982,-41.3389183,9,318021.931,5421336.772
334,174.8250867,-41.33893037,9,318021.003,5421335.408
335,174.825075,-41.33893943,9,318020.049,5421334.377
336,174.8250634,-41.33894849,9,318019.103,5421333.347
337,174.8250479,-41.33896057,9,318017.84,5421331.973
338,174.8250402,-41.33896961,9,318017.221,5421330.953
339,174.8250287,-41.33898166,9,318016.292,5421329.591
340,174.8250251,-41.33899366,9,318016.024,5421328.251
341,174.8250136,-41.3390057,9,318015.096,5421326.89
342,174.825002,-41.33901474,9,318014.15,5421325.862
343,174.8249904,-41.33902678,9,318013.213,5421324.501
344,174.824975,-41.33903883,9,318011.958,5421323.131
345,174.8249713,-41.33904782,9,318011.673,5421322.125
346,174.8249678,-41.33906279,9,318011.422,5421320.456
347,174.8249644,-41.33907774,9,318011.179,5421318.789
348,174.8249609,-41.3390927,9,318010.928,5421317.121
349,174.8249613,-41.33910463,9,318010.995,5421315.797
350,174.8249618,-41.33911657,9,318011.07,5421314.472
351,174.824966,-41.33912549,9,318011.446,5421313.491
352,174.8249745,-41.33914036,9,318012.199,5421311.858
353,174.8249868,-41.33915221,9,318013.261,5421310.568
354,174.8249989,-41.33915811,9,318014.29,5421309.938
355,174.8250153,-41.33917291,9,318015.704,5421308.329
356,174.8250277,-41.33918773,9,318016.782,5421306.71
357,174.8250438,-41.3391936,9,318018.146,5421306.092
358,174.8250599,-41.33920244,9,318019.518,5421305.144
359,174.8250761,-41.33921127,9,318020.898,5421304.198
360,174.8250884,-41.3392231,9,318021.96,5421302.91
361,174.8250926,-41.339232,9,318022.336,5421301.931
362,174.825109,-41.33924677,9,318023.75,5421300.326
363,174.8251134,-41.3392616,9,318024.159,5421298.688
364,174.8251135,-41.33926457,9,318024.176,5421298.359
365,174.8251181,-41.33928236,9,318024.61,5421296.393
366,174.8251185,-41.3392972,9,318024.685,5421294.746
367,174.825119,-41.33931203,9,318024.768,5421293.101
368,174.8251195,-41.33932685,9,318024.851,5421291.457
369,174.8251203,-41.33935055,9,318024.984,5421288.827
370,174.825121,-41.33937424,9,318025.109,5421286.198
371,174.8251372,-41.33938599,9,318026.497,5421284.928
372,174.8251533,-41.33939181,9,318027.861,5421284.315
373,174.8251693,-41.3394006,9,318029.224,5421283.373
374,174.8251773,-41.33940351,9,318029.901,5421283.067
375,174.8251974,-41.33941227,9,318031.608,5421282.136
376,174.8252134,-41.3394181,9,318032.963,5421281.523
377,174.8252253,-41.33942099,9,318033.967,5421281.227
378,174.8252412,-41.33942385,9,318035.305,5421280.943
379,174.8252493,-41.33942972,9,318035.999,5421280.308
380,174.8252731,-41.33943254,9,318037.998,5421280.045
381,174.825289,-41.33943541,9,318039.337,5421279.759
382,174.8253009,-41.3394383,9,318040.341,5421279.463
383,174.8253247,-41.33944112,9,318042.34,5421279.2
384,174.8253446,-41.33944396,9,318044.013,5421278.927
385,174.8253645,-41.33944976,9,318045.694,5421278.325
386,174.8253765,-41.3394556,9,318046.715,5421277.701
387,174.8253964,-41.33946139,9,318048.396,5421277.1
388,174.8254204,-41.33947306,9,318050.437,5421275.855
389,174.8254365,-41.33948183,9,318051.808,5421274.915
390,174.8254486,-41.33949356,9,318052.854,5421273.638
391,174.8254528,-41.33950238,9,318053.23,5421272.668
392,174.8254572,-41.3395171,9,318053.639,5421271.043
393,174.8254614,-41.33952886,9,318054.023,5421269.746
394,174.8254617,-41.33953769,9,318054.073,5421268.766
395,174.8254701,-41.33955531,9,318054.825,5421266.827
396,174.8254743,-41.33956706,9,318055.209,5421265.532
397,174.8254825,-41.33957878,9,318055.927,5421264.248
398,174.8254868,-41.33959052,9,318056.32,5421262.953
399,174.825491,-41.33960226,9,318056.704,5421261.659
400,174.8254993,-41.33961691,9,318057.439,5421260.049
401,174.8255075,-41.33962861,9,318058.158,5421258.768
402,174.8255157,-41.33964031,9,318058.877,5421257.486
403,174.8255316,-41.33964609,9,318060.223,5421256.877
404,174.8255555,-41.33965477,9,318062.247,5421255.964
405,174.8255714,-41.33966055,9,318063.594,5421255.356
406,174.8255873,-41.33966632,9,318064.94,5421254.748
407,174.825611,-41.33966913,9,318066.931,5421254.486
408,174.8256229,-41.33967493,9,318067.943,5421253.867
409,174.8256387,-41.33967484,9,318069.265,5421253.91
410,174.8256582,-41.33966886,9,318070.88,5421254.615
411,174.8256658,-41.33965709,9,318071.483,5421255.938
412,174.8256654,-41.33964241,9,318071.409,5421257.567
413,174.8256651,-41.33962773,9,318071.343,5421259.196
414,174.8256648,-41.33961892,9,318071.293,5421260.174
415,174.8256644,-41.3396013,9,318071.211,5421262.129
416,174.825664,-41.33958366,9,318071.128,5421264.087
417,174.8256636,-41.33956895,9,318071.054,5421265.719
418,174.8256594,-41.3395572,9,318070.67,5421267.015
419,174.8256512,-41.33954547,9,318069.951,5421268.3
420,174.8256431,-41.33953668,9,318069.249,5421269.259
421,174.8256271,-41.33952794,9,318067.885,5421270.196
422,174.8256151,-41.33951916,9,318066.857,5421271.145
423,174.8256029,-41.33950744,9,318065.803,5421272.421
424,174.8255948,-41.33949864,9,318065.101,5421273.381
425,174.8255866,-41.33948689,9,318064.382,5421274.668
426,174.8255824,-41.33947511,9,318063.998,5421275.967
427,174.8255742,-41.33946631,9,318063.287,5421276.927
428,174.8255738,-41.33944859,9,318063.205,5421278.894
429,174.8255695,-41.33943385,9,318062.804,5421280.521
430,174.8255692,-41.33942203,9,318062.746,5421281.833
431,174.8255688,-41.33940725,9,318062.671,5421283.473
432,174.8255644,-41.33939249,9,318062.262,5421285.103
433,174.8255641,-41.3393777,9,318062.196,5421286.744
434,174.8255598,-41.33936588,9,318061.803,5421288.047
435,174.8255554,-41.33934813,9,318061.385,5421290.009
436,174.8255551,-41.33933628,9,318061.327,5421291.324
437,174.8255547,-41.33932147,9,318061.252,5421292.967
438,174.8255583,-41.33930959,9,318061.521,5421294.294
439,174.8255582,-41.33930365,9,318061.496,5421294.953
440,174.8255696,-41.33928579,9,318062.4,5421296.96
441,174.8255733,-41.33927389,9,318062.676,5421298.289
442,174.8255808,-41.339259,9,318063.262,5421299.958
443,174.8255884,-41.33924708,9,318063.865,5421301.297
444,174.8256041,-41.33924105,9,318065.162,5421302
445,174.8256198,-41.33923501,9,318066.459,5421302.703
446,174.8256354,-41.33922601,9,318067.739,5421303.735
447,174.8256472,-41.33922,9,318068.71,5421304.427
448,174.8256669,-41.33921394,9,318070.342,5421305.141
449,174.8256866,-41.33921085,9,318071.981,5421305.526
450,174.8257064,-41.33921074,9,318073.638,5421305.58
451,174.8257223,-41.33921066,9,318074.968,5421305.622
452,174.8257381,-41.33921057,9,318076.29,5421305.665
453,174.82575,-41.3392105,9,318077.285,5421305.698
454,174.825774,-41.33921929,9,318079.318,5421304.772
455,174.8257938,-41.33921918,9,318080.975,5421304.826
456,174.8258098,-41.33922207,9,318082.322,5421304.539
457,174.8258335,-41.33922193,9,318084.304,5421304.604
458,174.8258613,-41.33922178,9,318086.63,5421304.679
459,174.8258771,-41.33922169,9,318087.952,5421304.722
460,174.8258969,-41.33921861,9,318089.6,5421305.106
461,174.8259127,-41.33921852,9,318090.922,5421305.149
462,174.8259324,-41.33920949,9,318092.545,5421306.193
463,174.825948,-41.33920048,9,318093.826,5421307.226
464,174.8259598,-41.33919446,9,318094.796,5421307.919
465,174.8259754,-41.33918247,9,318096.068,5421309.283
466,174.8259911,-41.33917345,9,318097.357,5421310.317
467,174.8260109,-41.33916738,9,318098.997,5421311.033
468,174.8260225,-41.3391554,9,318099.934,5421312.387
469,174.8260343,-41.33914639,9,318100.896,5421313.412
470,174.826042,-41.33913443,9,318101.507,5421314.756
471,174.8260537,-41.33912542,9,318102.461,5421315.781
472,174.8260615,-41.33911642,9,318103.089,5421316.797
473,174.8260732,-41.33910741,9,318104.043,5421317.822
474,174.8260849,-41.33909541,9,318104.988,5421319.178
475,174.8260927,-41.33908342,9,318105.608,5421320.526
476,174.8260925,-41.33907148,9,318105.558,5421321.851
477,174.8260923,-41.33905953,9,318105.508,5421323.178
478,174.826092,-41.33904458,9,318105.441,5421324.837
479,174.8260918,-41.33903262,9,318105.391,5421326.164
480,174.8260796,-41.33902072,9,318104.337,5421327.46
481,174.8260636,-41.33901483,9,318102.982,5421328.08
482,174.8260437,-41.33901195,9,318101.309,5421328.358
483,174.8260357,-41.339009,9,318100.631,5421328.669
484,174.8260118,-41.33900614,9,318098.623,5421328.936
485,174.8259918,-41.33900326,9,318096.942,5421329.214
486,174.8259837,-41.33899432,9,318096.239,5421330.19
487,174.8259597,-41.33898547,9,318094.206,5421331.122
488,174.8259436,-41.33897657,9,318092.834,5421332.076
489,174.8259233,-41.33895871,9,318091.086,5421334.017
490,174.8259152,-41.33894976,9,318090.383,5421334.993
491,174.825911,-41.33893779,9,318089.998,5421336.314
492,174.8259107,-41.33892579,9,318089.94,5421337.645
493,174.8259103,-41.33890478,9,318089.848,5421339.977
494,174.8259101,-41.33889277,9,318089.798,5421341.31
495,174.8259097,-41.33887775,9,318089.722,5421342.977
496,174.8259094,-41.33886272,9,318089.655,5421344.645
497,174.8259131,-41.33884767,9,318089.923,5421346.324
498,174.8259209,-41.33883559,9,318090.542,5421347.681
499,174.8259246,-41.33882353,9,318090.818,5421349.028
500,174.8259363,-41.33881142,9,318091.763,5421350.397
501,174.825948,-41.33879931,9,318092.709,5421351.766
